"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H65GRXFD","journalArticle","2010","Lin, Jieru Egeria; Li, Peng; Snook, Adam Eugene; Schulz, Stephanie; Dasgupta, Abhijit; Hyslop, Terry Marie; Gibbons, Ahmara Vivian; Marszlowicz, Glen; Pitari, Giovanni Mario; Waldman, Scott Arthur","The hormone receptor GUCY2C suppresses intestinal tumor formation by inhibiting AKT signaling.","Gastroenterology","","","","","BACKGROUND & AIMS: GUCY2C is the intestinal receptor for the paracrine hormones guanylin and uroguanylin that converts guanosine-5'-triphosphate to cyclic guanosine monophosphate (cGMP). It functions as a tumor suppressor; its loss disrupts intestinal homeostasis and promotes tumorigenesis. We investigated the effects of GUCY2C loss on intestinal cell proliferation, metabolism, signaling, and tumorigenesis in mice. METHODS: Intestinal cell proliferation and metabolism were examined in Gucy2c(-/-) and colon cancer cells by microscopy, immunoblot, and functional analyses. Microarray analyses compared gene expression profiles of intestine cell from Gucy2c(-/-) and wild-type mice. v akt murine thymoma viral oncogene homolog (AKT) regulation and signaling were examined, and the role of AKT in GUCY2C-dependent tumorigenesis was defined in Gucy2c(-/-)Akt1(-/-) mice. RESULTS: The size and number of intestinal crypts increased in Gucy2c(-/-) mice; the associated epithelial cells showed accelerated proliferation, increased glycolysis, and reduced oxidative phosphorylation, which was reversed by oral administration of cGMP. Conversely, activating guanylyl cyclase C in human colon cancer cells delayed cell-cycle progression, decreased DNA synthesis and colony formation, reduced glycolysis, and increased mitochondrial adenosine triphosphate production. AKT signaling pathways were activated in intestines of Gucy2c(-/-) mice, associated with increased AKT phosphorylation. Disruption of AKT activity, pharmacologically or genetically, reduced DNA synthesis, proliferation, and glycolysis, and increased mitochondrial biogenesis. Intestinal tumorigenesis increased after administration of azoxymethane to Gucy2c(-/-) mice, compared with wild-type mice, but was eliminated in Gucy2c(-/-)Akt1(-/-) mice. CONCLUSIONS: GUCY2C is a tumor suppressor that controls proliferation and metabolism of intestinal epithelial cells by inactivating AKT signaling. This receptor and its ligands, which are paracrine hormones, might be novel candidates for anticolorectal cancer therapy.","2010-01","2024-05-29 13:43:03","2024-05-29 13:43:03","","241-54","","","138","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Humans; Animals; Mice; Cell Transformation; Cell Division/physiology; Cell Line; Colonic Neoplasms/*metabolism/pathology/*physiopathology; Energy Metabolism/physiology; Epithelial Cells/metabolism/pathology; Guanylate Cyclase-Coupled; Guanylate Cyclase/genetics/*metabolism; Inbred C57BL; Intestinal Mucosa/metabolism/pathology/physiopathology; Mutant Strains; Neoplastic/metabolism; Paracrine Communication/physiology; Peptide/genetics/*metabolism; Phenotype; Proto-Oncogene Proteins c-akt/genetics/*metabolism; PTEN Phosphohydrolase/metabolism; Receptors; Signal Transduction/*physiology; Tumor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P89HJM9C","journalArticle","2005","Lleonart, Matilde E; Kirk, Gregory D; Villar, Stephanie; Lesi, Olufunmilayo A; Dasgupta, Abhijit; Goedert, James J; Mendy, Maimuna; Hollstein, Monica C; Montesano, Ruggero; Groopman, John D; Hainaut, Pierre; Friesen, Marlin D","Quantitative analysis of plasma TP53 249Ser-mutated DNA by electrospray ionization mass spectrometry.","Cancer Epidemiology, Biomarkers & Prevention","","","10.1158/1055-9965.EPI-05-0612","https://dx.doi.org/10.1158/1055-9965.EPI-05-0612","A mutation in codon 249 of the TP53 gene (249(Ser)), related to aflatoxin B(1) exposure, has previously been associated with hepatocellular carcinoma risk. Using a novel internal standard plasmid, plasma concentrations of 249(Ser)-mutated DNA were quantified by electrospray ionization mass spectrometry in 89 hepatocellular carcinoma cases, 42 cirrhotic patients, and 131 nonliver diseased control subjects, all from highly aflatoxin-exposed regions of The Gambia. The hepatocellular carcinoma cases had higher median plasma concentrations of 249(Ser) (2,800 copies/mL; interquartile range: 500-11,000) compared with either cirrhotic (500 copies/mL; interquartile range: 500-2,600) or control subjects (500 copies/mL; interquartile range: 500-2,000; P ¡ 0.05). About half (52%) of the hepatocellular carcinoma cases had ¿2,500 copies of 249(Ser)/mL plasma, corresponding to the prevalence of this mutation in liver tumors in The Gambia. In comparison, only 15% of control group and 26% of cirrhotic participants exceeded this level (P ¡ 0.05). Further subset analysis revealed a statistically significant, quantitative relation between diagnosis of hepatocellular carcinoma and levels of 249(Ser) detected at 2,501 to 10,000 copies/mL plasma (odds ratio, 3.8; 95% confidence interval, 1.3-10.9) and at ¿10,000 copies/mL plasma (odds ratio, 62; 95% confidence interval, 4.7-820) when compared with control subjects and after adjusting for age, gender, recruitment site, hepatitis B and C serologic status, and total DNA concentration. Levels of ¿10,000 copies of 249(Ser)/mL plasma were also significantly associated with the diagnosis of hepatocellular carcinoma (odds ratio, 15; 95% confidence interval, 1.6-140) when compared with cirrhotic patients. Potential applications for the quantification of 249(Ser) DNA in plasma include estimation of long-term, cumulative aflatoxin exposure and selection of appropriate high-risk individuals for targeted intervention.","2005-12","2024-05-29 13:43:03","2024-05-29 13:43:03","","2956-62","","","14","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1158/1055-9965.EPI-05-0612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7TIWR6A","journalArticle","2012","Malley, J D; Kruppa, J; Dasgupta, A; Malley, K G; Ziegler, A","Probability machines: consistent probability estimation using nonparametric learning machines.","Methods Of Information In Medicine","","","","","BACKGROUND: Most machine learning approaches only provide a classification for binary responses. However, probabilities are required for risk estimation using individual patient characteristics. It has been shown recently that every statistical learning machine known to be consistent for a nonparametric regression problem is a probability machine that is provably consistent for this estimation problem. OBJECTIVES: The aim of this paper is to show how random forests and nearest neighbors can be used for consistent estimation of individual probabilities. METHODS: Two random forest algorithms and two nearest neighbor algorithms are described in detail for estimation of individual probabilities. We discuss the consistency of random forests, nearest neighbors and other learning machines in detail. We conduct a simulation study to illustrate the validity of the methods. We exemplify the algorithms by analyzing two well-known data sets on the diagnosis of appendicitis and the diagnosis of diabetes in Pima Indians. RESULTS: Simulations demonstrate the validity of the method. With the real data application, we show the accuracy and practicality of this approach. We provide sample code from R packages in which the probability estimation is already available. This means that all calculations can be performed using existing software. CONCLUSIONS: Random forest algorithms as well as nearest neighbor approaches are valid machine learning methods for estimating individual probabilities for binary responses. Freely available implementations are available in R and may be used for applications.","2012","2024-05-29 13:43:03","2024-05-29 13:43:03","","74-81","","","51","","","","","","","","","","","","","","","","","Place: Germany tex.owner: abhijit tex.pmcid: PMC3250568 tex.timestamp: 2016.02.06","","","","Humans; Computer Simulation; Logistic Models; Models; *Artificial Intelligence; *Learning; *Probability; *Statistics; Nonparametric; Statistical; Statistics as Topic/methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NLNNRG3","journalArticle","2008","Marino, Ralph J; Jones, Linda; Kirshblum, Steven; Tal, Joseph; Dasgupta, Abhiijit","Reliability and repeatability of the motor and sensory examination of the international standards for neurological classification of spinal cord injury.","The Journal Of Spinal Cord Medicine","","1079-0268 (Linking)","","","OBJECTIVE: To determine the reliability and repeatability of the motor and sensory examination of the International Standards for Classification of Spinal Cord Injury (SCI) in trained examiners. PARTICIPANTS/METHODS: Sixteen examiners (8 physicians, 8 physical therapists) with clinical SCI experience and 16 patients participated in a reliability study in preparation for a clinical trial involving individuals with acute SCI. After a training session on the standards, each examiner evaluated 3 patients for motor, light touch (LT), and pin prick (PP). The following day, 15 examiners reevaluated one patient. Interrater reliability was determined using intraclass correlation coefficients (1-way, random effects model). Intrarater reliability was determined using a 2-way random effects model. Repeatability was determined using the method of Bland and Altman. RESULTS: Patients were classified as complete tetraplegia (n = 5), incomplete tetraplegia (n = 5), complete paraplegia (n = 5), and incomplete paraplegia (n = 1). Overall, inter-rater reliability was high: motor = 0.97, LT = 0.96, PP = 0.88. Repeatability values were small in patients with complete SCI (motor ¡ 2 points, sensory ¡ 7 points) but large for patients with incomplete SCI. Intra-rater reliability values were ¿ or = 0.98 for patients with complete SCI. CONCLUSIONS: The summed scores for motor, LT, and PP in subjects with complete SCI have high inter-rater reliability and small repeatability values. These measures are appropriately reliable for use in clinical trials involving serial neurological examinations with multiple examiners. Further research in subjects with incomplete SCI is needed to determine whether repeatability is acceptably small.","2008","2024-05-29 13:43:03","2024-05-29 13:43:03","","166-70","","","31","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC2565479 tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SV28FPZP","journalArticle","2009","Mercier, Isabelle; Bryant, Kelly G; Sotgia, Federica; Bonuccelli, Gloria; Witkiewicz, Agnieszka K; Dasgupta, Abhijit; Jasmin, Jean-Francois; Pestell, Richard G; Lisanti, Michael P","Using Caveolin-1 epithelial immunostaining patterns to stratify human breast cancer patients and predict the Caveolin-1 (P132L) mutation.","Cell Cycle (Georgetown, Tex.)","","1551-4005 (Linking)","10.4161/cc.8.9.8307","https://dx.doi.org/10.4161/cc.8.9.8307","Caveolin-1 (Cav-1) mutations, such as P132L, are associated with ER-positive human breast cancers. However, no immunohistochemical methods have yet been described to predict the presence of Cav-1 mutations in human breast cancer. Since the P132L mutation acts in a dominant-negative fashion and causes the mis-localization of Cav-1 in cultured cells in vitro, we hypothesized that of patients carrying this mutation would show a similar Cav-1 staining pattern in vivo. Indeed, while performing histological analysis of Cav-1 immunostaining on human breast cancer samples, we noted the emergence of two distinct epithelial staining patterns: (1) punctate peri-nuclear ""Golgi-like"" localization; or (2) diffuse cytoplasmic staining. The punctate peri-nuclear staining pattern was associated with ER-alpha positivity and was present mainly in well-differentiated samples. In striking contrast, the diffuse staining pattern was present in poorly differentiated samples, and was not associated with ER-status. DNA sequence analysis revealed that only well-differentiated samples with a punctate staining pattern harbored the Cav-1 P132L mutation. Thus, immunostaining of Cav-1 can be used as a first step to stratify human breast cancer patients and to predict the presence of Cav-1 mutations. As such, the punctate Cav-1 immunostaining pattern can now be used as a screening tool to select patients for Cav-1 mutational analysis.","2009-05","2024-05-29 13:43:03","2024-05-29 13:43:03","","1396-401","","","8","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.4161/cc.8.9.8307","Female; Humans; Amino Acid Substitution/*genetics; Breast Neoplasms/*classification/*metabolism; Caveolin 1/*genetics/*metabolism; Cell Differentiation; Epithelial Cells/*metabolism; Immunohistochemistry; Leucine/genetics; Mutation/*genetics; Proline/genetics; Protein Transport","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G75JDCQI","journalArticle","1999","Murphy, S A; Dasgupta, A; Cain, K C; Johnson, L C; Lohan, J; Wu, L; Mekwa, J","Changes in parents' mental distress after the violent death of an adolescent or young adult child: a longitudinal prospective analysis.","Death Studies","","0748-1187 (Linking)","10.1080/074811899201118","https://dx.doi.org/10.1080/074811899201118","This study examined changes in bereaved parents' mental distress following the violent deaths of their 12- to 28-year-old children. A community-based sample of 171 bereaved mothers and 90 fathers was recruited by a review of medical examiner records. Data were collected 4, 12, and 24 months post-death. Repeated measures analysis of variance showed significant reductions in 8 of 10 measures of mental distress among mothers and 4 of 10 for fathers, with the most change for both genders occurring between 4 and 12 months post-death. During the 2nd year of bereavement, mothers' symptoms continued to decline, whereas fathers, who started out with less distress than mothers, reported slight increases in 5 of 10 symptom domains. Nonetheless, 2 years after the deaths, mothers' mental distress scores were up to 5 times higher than those of ""typical"" U.S. women and fathers' scores were up to 4 times higher than ""typical"" U.S. men. Of the 7 intervening variables examined, higher scores on self-esteem and self-efficacy predicted lower distress for both mothers and fathers 4, 12, and 24 months post-death. Repressive coping was predictive of distress among fathers. It was concluded that violent death bereavement has sustained, distressing consequences on parents of children who die as a result of accidents, homicides, and suicide.","1999-03","2024-05-29 13:43:03","2024-05-29 13:43:03","","129-59","","","23","","","","","","","","","","","","","","","","","Place: UNITED STATES tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1080/074811899201118","Female; Humans; Adult; Longitudinal Studies; Male; Prospective Studies; Analysis of Variance; Time Factors; Adolescent; Child; *Adaptation; *Bereavement; *Death; *Violence; Parents/*psychology; Psychological; Sex Distribution; Sudden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23KQ5HER","journalArticle","1998","Murphy, S A; Johnson, C; Cain, K C; Dasgupta, A; Dimond, M; Lohan, J; Baugher, R","Broad-spectrum group treatment for parents bereaved by the violent deaths of their 12- to 28-year-old children: a randomized controlled trial.","Death Studies","","0748-1187 (Linking)","10.1080/074811898201560","https://dx.doi.org/10.1080/074811898201560","This study assessed the efficacy of a 10-week broad-spectrum intervention offered to bereaved parents about 4 months after the deaths of their 12–28-year-old children due to accidents, homicide, or suicide. For three outcomes of distress there was a significant interaction between treatment and baseline values for each outcome for mothers both immediately posttreatment and 6 months later. The intervention appeared to be the most beneficial for mothers most distressed at baseline. Fathers showed no immediate benefits of treatment. Further research is needed to investigate these unexpected results for fathers and to further characterize those who benefit from similar programs.","1998","2024-05-29 13:43:03","2024-05-29 13:43:03","","209-35","","","22","","","","","","","","","","","","","","","","","Place: UNITED STATES tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1080/074811898201560","Female; Humans; Treatment Outcome; Adult; Male; Middle Aged; Cohort Studies; Adolescent; Violence; Child; Psychiatric Status Rating Scales; *Bereavement; *Parents; *Psychotherapy; Group; Sex Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGUPIWFV","book","2014","Ojeda, T; Murphy, S P; Dasgupta, A; Bengfort, B","Practical data science cookbook","","","","","","","2014","2024-05-29 13:43:03","2024-05-29 13:43:03","","","","","","","","","","","","","Packt Publishing","","","","","","","","","tex.owner: abhijit tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVQUI6RJ","journalArticle","2007","Pleger, Sven T; Most, Patrick; Boucher, Matthieu; Soltys, Stephen; Chuprun, J Kurt; Pleger, Wiebke; Gao, Erhe; Dasgupta, Abhijit; Rengo, Giuseppe; Remppis, Andrew; Katus, Hugo A; Eckhart, Andrea D; Rabinowitz, Joseph E; Koch, Walter J","Stable myocardial-specific AAV6-S100A1 gene therapy results in chronic functional heart failure rescue.","Circulation","","0009-7322 (Linking)","10.1161/CIRCULATIONAHA.106.671701","https://dx.doi.org/10.1161/CIRCULATIONAHA.106.671701","BACKGROUND: The incidence of heart failure is ever-growing, and it is urgent to develop improved treatments. An attractive approach is gene therapy; however, the clinical barrier has yet to be broken because of several issues, including the lack of an ideal vector supporting safe and long-term myocardial transgene expression. METHODS AND RESULTS: Here, we show that the use of a recombinant adeno-associated viral (rAAV6) vector containing a novel cardiac-selective enhancer/promoter element can direct stable cardiac expression of a therapeutic transgene, the calcium (Ca2+)-sensing S100A1, in a rat model of heart failure. The chronic heart failure-rescuing properties of myocardial S100A1 expression, the result of improved sarcoplasmic reticulum Ca2+ handling, included improved contractile function and left ventricular remodeling. Adding to the clinical relevance, long-term S100A1 therapy had unique and additive beneficial effects over beta-adrenergic receptor blockade, a current pharmacological heart failure treatment. CONCLUSIONS: These findings demonstrate that stable increased expression of S100A1 in the failing heart can be used for long-term reversal of LV dysfunction and remodeling. Thus, long-term, cardiac-targeted rAAV6-S100A1 gene therapy may be of potential clinical utility in human heart failure.","2007-05","2024-05-29 13:43:03","2024-05-29 13:43:03","","2506-15","","","115","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1161/CIRCULATIONAHA.106.671701","Humans; Animals; Genetic; Promoter Regions; Mice; Inbred C57BL; *Genetic Therapy; Actins/genetics; Binding Sites; Calcium Signaling; Cardiomegaly/prevention \& control; Dependovirus/genetics; Enhancer Elements; Genes; Genetic Vectors/genetics/therapeutic use; Green Fluorescent Proteins/genetics; Heart Failure/etiology/physiopathology/*therapy; Heart Function Tests; Lac Operon; Myocardial Contraction; Myocardial Infarction/complications; Organ Specificity; Rats; Recombinant Fusion Proteins/physiology; Reporter; S100 Proteins/genetics/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GY853NUC","journalArticle","2014","Sansbury, Brittany; Dasgupta, Abhijit; Guthrie, Lori; Ward, Michael","Time perspective and medication adherence among individuals with hypertension or diabetes mellitus.","Patient Education And Counseling","","0738-3991 (Linking)","10.1016/j.pec.2013.12.016","https://dx.doi.org/10.1016/j.pec.2013.12.016","OBJECTIVE: The study determined if time perspective was associated with medication adherence among people with hypertension and diabetes. METHODS: Using the Health Beliefs Model, we used path analysis to test direct and indirect effects of time perspective and health beliefs on adherence among 178 people who participated in a community-based survey near Washington, D.C. We measured three time perspectives (future, present fatalistic, and present hedonistic) with the Zimbardo Time Perspective Inventory and medication adherence by self-report. RESULTS: The total model demonstrated a good fit (RMSEA=0.17, 90% CI [0.10, 0.28], p=0.003; comparative fit index=0.91). Future time perspective and age showed direct effects on increased medication adherence; an increase by a single unit in future time perspective was associated with a 0.32 standard deviation increase in reported adherence. There were no significant indirect effects of time perspective with reported medication adherence through health beliefs. CONCLUSION: The findings provide the first evidence that time perspective plays an under-recognized role as a psychological motivator in medication adherence. PRACTICE IMPLICATIONS: Patient counseling for medication adherence may be enhanced if clinicians incorporate consideration of the patient's time perspective.","2014-04","2024-05-29 13:43:03","2024-05-29 13:43:03","","104-10","","","95","","","","","","","","","","","","","","","","","Place: Ireland tex.owner: abhijit tex.pmcid: PMC3968538 tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1016/j.pec.2013.12.016","Female; Humans; Adult; Male; Middle Aged; Time Factors; Surveys and Questionnaires; Adolescent; *Health Knowledge; Antihypertensive Agents/therapeutic use; Attitudes; Diabetes Mellitus; District of Columbia; Hypertension/drug therapy/*psychology; Hypoglycemic Agents/therapeutic use; Maryland; Medication adherence; Medication Adherence/*psychology; Patient education; Practice; Self Report; Time perspective; Type 2/drug therapy/*psychology; West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YTKYTB4","journalArticle","2004","Santos, C L; Torres, J; Sanchez, J; Dasgupta, A; Jeronimo, J","Lack of effectiveness of CO2 cryotherapy for treatment of CIN.","International Journal Of Gynaecology And Obstetrics","","0020-7292 (Linking)","10.1016/j.ijgo.2004.06.014","https://dx.doi.org/10.1016/j.ijgo.2004.06.014","","2004-10","2024-05-29 13:43:03","2024-05-29 13:43:03","","44-5","","","87","","","","","","","","","","","","","","","","","Place: Ireland tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1016/j.ijgo.2004.06.014","Female; Humans; Treatment Outcome; Adult; Prospective Studies; Carbon Dioxide; Cervical Intraepithelial Neoplasia/pathology/*therapy; Cryotherapy/*methods; Necrosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAJKGPDJ","journalArticle","2005","Schiffman, Mark; Wheeler, Cosette M; Dasgupta, Abhijit; Solomon, Diane; Castle, Philip E","A comparison of a prototype PCR assay and hybrid capture 2 for detection of carcinogenic human papillomavirus DNA in women with equivocal or mildly abnormal papanicolaou smears.","American Journal Of Clinical Pathology","","0002-9173 (Linking)","10.1309/E067-X0L1-U3CY-37NW","https://dx.doi.org/10.1309/E067-X0L1-U3CY-37NW","We evaluated Hybrid Capture 2 (HC2) and polymerase chain reaction (PCR) results for paired specimens collected at 19,187 visits from 5,026 of 5,060 women participating in the Atypical Squamous Cells of Undetermined Significance/Low-Grade Squamous Intraepithelial Lesion Triage Study (ALTS). We examined the test agreement between HC2 and PCR detection for any of 13 carcinogenic human papillomavirus types targeted by HC2 and compared clinical performance of the 2 tests for detecting concurrent and follow-up cervical intraepithelial neoplasia (CIN) 3 or cancer. The k value for the 2 assays was 0.65 (95% confidence interval, 0.64-0.66), with 82.7% crude agreement. HC2 was more sensitive (93.6% vs 89.3%; P ¡ .0005) but less specific (41.2% vs 48.5%; P ¡ .0005) than PCR for detecting 2-year cumulative CIN 3 or cancer (n = 503). The presence of multiple types as detected by PCR and/or cytologic abnormality increased the likelihood of an HC2+ result. Increased sensitivity of HC2 compared with PCR was surprising, given the theoretical advantages of PCR-based methods for analytic sensitivity. Smaller amounts of material used in PCR could have limited its sensitivity, but our results demonstrate the importance of optimization and standardization of PCR-based assays for clinical applications.","2005-11","2024-05-29 13:43:03","2024-05-29 13:43:03","","722-32","","","124","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1309/E067-X0L1-U3CY-37NW","Female; Humans; Adult; Aged; Middle Aged; Adolescent; *Papanicolaou Test; *Vaginal Smears; 80 and over; Cervical Intraepithelial Neoplasia/*diagnosis; DNA; Papillomaviridae/genetics/*isolation \& purification; Papillomavirus Infections/*diagnosis; Polymerase Chain Reaction/*methods; Uterine Cervical Neoplasms/*diagnosis; Viral/*analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42CKDYQ3","journalArticle","2008","Schwartz, Gordon F; Krill, Lauren S; Palazzo, Juan P; Dasgupta, Abhijit","Value of intraoperative examination of axillary sentinel nodes in carcinoma of the breast.","Journal of the American College of Surgeons","","1072-7515 (Linking)","10.1016/j.jamcollsurg.2008.06.341","https://dx.doi.org/10.1016/j.jamcollsurg.2008.06.341","BACKGROUND: The value of frozen sections in the intraoperative examination of sentinel nodes (SN) remains controversial. Accurate frozen sections will spare those patients with node metastasis from a second procedure to complete the axillary dissection. We examined our own experience with intraoperative examination of SN. STUDY DESIGN: Between January 1, 2006, and December 31, 2006, we performed 236 sentinel lymph node biopsy procedures that were read as ""frozen-section-negative."" An additional 47 sentinel lymph node biopsy patients were frozen-section-positive for metastatic disease and underwent immediate completion axillary dissection. At least 1 SN was found in all 283 women (100%). The number of patients with false-negative frozen sections was tallied; patient data were reviewed for a number of variables to see which factors might be associated with a false-negative result. RESULTS: Eleven patients had positive nodes on subsequent examination of the formalin-fixed, hematoxylin and eosin-stained slides; the false-negative rate of intraoperative frozen section was 4.7%. The sensitivity of the negative frozen section was ¿ 95%. The following variables were compared for significance: pathologist, nuclear grade, histologic grade, margins, lymphovascular invasion, tumor type (ductal versus lobular), and estrogen receptor and progesterone receptor values. The only significant variables were lymphovascular invasion (p = 0.019) and presence of in situ ductal carcinoma (p = 0.001). CONCLUSIONS: Our data confirm the value of intraoperative examination of SN: ¿ 95% sensitivity. Presence of in situ ductal carcinoma or lymphovascular invasion makes these tumors more likely than others to have micrometastases to SN overlooked.","2008-11","2024-05-29 13:43:03","2024-05-29 13:43:03","","758-62","","","207","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1016/j.jamcollsurg.2008.06.341","Female; Humans; Adult; Aged; Middle Aged; Predictive Value of Tests; Cohort Studies; Retrospective Studies; 80 and over; *Frozen Sections; *Sentinel Lymph Node Biopsy; Axilla; Breast Neoplasms/*pathology/*surgery; Carcinoma/*secondary/*surgery; False Negative Reactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJAY4ADQ","journalArticle","2007","Sherman, Mark E; Dasgupta, Abhijit; Schiffman, Mark; Nayar, Ritu; Solomon, Diane","The bethesda interobserver reproducibility study (BIRST): a web-based assessment of the bethesda 2001 system for classifying cervical cytology.","Cancer","","0008-543X (Linking)","10.1002/cncr.22423","https://dx.doi.org/10.1002/cncr.22423","BACKGROUND: The Bethesda System (TBS) along with its companion atlas was updated in 2001 to improve standardization, clarity, and reproducibility of cervical cytology reporting. METHODS: The authors used a novel web-based format to compare assessments of 77 images demonstrating a range of classical and borderline cytologic changes by a self-selected group of United States cytotechnologists (n = 216) and pathologists (n = 185). RESULTS: Participants were highly experienced, with 71.2% of cytotechnologists and 53.0% of pathologists reporting ¿10 years of practice. The mean percentage of exact agreement with the panel was slightly though significantly higher for cytotechnologists (57.0%) compared with pathologists (53.4%), adjusted for experience (P = .004); cervical cytology percentage effort (P = .0005); or cervical accession volume (P = .0002). Compared with the TBS panel, exact agreement was achieved for 55.1% of image ratings compared with 82.3% agreement at the level of Negative vs non-Negative for images with a single-panel interpretation. Agreement with the panel was highest for images classified as Low-Grade Squamous Intraepithelial Lesion and lowest for Atypical Squamous Cells qualified as either of Undetermined Significance or Cannot Exclude a High-Grade Squamous Intraepithelial Lesion. Reviewers were less sensitive in identifying high-grade glandular lesions than they were in identifying high-grade squamous lesions at any threshold (P ¡ .001). CONCLUSIONS: Morphologic appearances of images were more important determinants than participants' academic or professional degrees with regard to interobserver reproducibility in classifying cervical cytology images. Experienced cytotechnologists and pathologists performed similarly. Participants achieved higher sensitivity for identifying high-grade squamous lesions than they did for high-grade glandular lesions. These findings demonstrated that web-based studies may be useful in assessing interobserver agreement in classifying images.","2007-02","2024-05-29 13:43:03","2024-05-29 13:43:03","","15-25","","","111","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1002/cncr.22423","Female; Humans; Neoplasms; Reproducibility of Results; Sensitivity and Specificity; *Internet; Adenocarcinoma/classification/diagnosis/pathology; Anatomy; Artistic; Medical Illustration; Observer Variation; Pathology/methods/standards; Squamous Cell/classification/diagnosis/pathology; Uterine Cervical Neoplasms/*classification/diagnosis/*pathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
